code,sectionId,recordTime,quota,enrol,wait
COMP1942,1,18,125,123,-1
COMP1942,1,19,125,123,-1
COMP1942,1,20,125,123,-1
COMP1942,1,21,125,123,-1
COMP1942,1,22,125,123,-1
COMP1942,1,46,125,123,-1
COMP1942,1,47,125,123,-1
COMP1942,1,48,125,123,-1
COMP1942,1,58,125,125,-1
COMP1942,1,59,125,125,-1
COMP1942,1,60,125,125,-1
COMP1942,1,61,125,125,-1
COMP1942,1,73,135,135,-1
COMP1942,1,94,135,135,-1
COMP1942,1,95,135,135,-1
COMP1942,1,96,135,135,-1
COMP1942,1,142,135,135,-1
COMP1942,1,143,135,135,-1
COMP1942,1,144,135,135,-1
COMP1942,1,190,135,135,-1
COMP1942,1,191,135,135,-1
COMP1942,1,192,135,135,-1
COMP1942,1,238,135,135,-1
COMP1942,1,239,135,135,-1
COMP1942,1,240,135,135,-1
COMP1942,1,286,135,135,-1
COMP1942,1,287,135,135,-1
COMP1942,1,288,135,135,-1
COMP1942,1,334,135,135,-1
COMP1942,1,335,135,135,-1
COMP1942,1,336,135,135,-1
COMP1942,1,346,140,140,-1
COMP1942,1,382,140,140,-1
COMP1942,1,383,140,140,-1
COMP1942,1,384,140,140,-1
COMP1942,1,430,140,140,-1
COMP1942,1,431,140,140,-1
COMP1942,1,432,140,140,-1
COMP1942,1,478,140,140,-1
COMP1942,1,479,140,140,-1
COMP1942,1,480,140,140,-1
COMP1942,1,494,140,140,-1
COMP1942,1,526,140,140,-1
COMP1942,1,527,140,140,-1
COMP1942,1,528,140,140,-1
COMP1942,1,535,140,140,-1
COMP1942,1,536,140,140,-1
COMP1942,1,537,140,140,-1
COMP1942,1,538,140,140,-1
COMP1942,1,574,140,140,-1
COMP1942,1,575,140,140,-1
COMP1942,1,576,140,140,-1
COMP1942,1,622,140,140,-1
COMP1942,1,623,140,140,-1
COMP1942,1,624,140,140,-1
COMP1942,1,644,140,140,-1
COMP1942,1,645,140,140,-1
COMP1942,1,646,140,140,-1
COMP1942,1,647,140,140,-1
COMP1942,1,648,140,140,-1
COMP1942,1,670,140,140,-1
COMP1942,1,671,140,140,-1
COMP1942,1,672,140,140,-1
COMP1942,1,718,140,140,-1
COMP1942,1,719,140,140,-1
COMP1942,1,720,140,140,-1
COMP1942,1,766,140,140,-1
COMP1942,1,767,140,140,-1
COMP1942,1,768,140,140,-1
COMP1942,1,777,140,140,-1
COMP1942,1,778,140,140,-1
COMP1942,1,779,140,140,-1
COMP1942,1,780,140,140,-1
COMP1942,1,781,140,140,-1
COMP1942,1,782,140,140,-1
COMP1942,1,783,140,140,-1
COMP1942,1,784,140,140,-1
COMP1942,1,785,140,140,-1
COMP1942,1,814,140,140,-1
COMP1942,1,815,140,140,-1
COMP1942,1,816,140,140,-1
COMP1942,1,837,140,140,-1
COMP1942,1,838,140,140,-1
COMP1942,1,839,140,140,-1
COMP1942,1,840,140,140,-1
COMP1942,1,841,140,140,-1
COMP1942,1,862,140,140,-1
COMP1942,1,863,140,140,-1
COMP1942,1,864,140,140,-1
COMP1942,1,910,140,140,-1
COMP1942,1,911,140,140,-1
COMP1942,1,912,140,140,-1
COMP1942,1,958,140,140,-1
COMP1942,1,959,140,140,-1
COMP1942,1,960,140,140,-1
COMP4211,1,18,55,55,-1
COMP4211,1,19,55,55,-1
COMP4211,1,20,55,55,-1
COMP4211,1,21,55,55,-1
COMP4211,1,22,55,55,-1
COMP4211,1,46,55,55,-1
COMP4211,1,47,55,55,-1
COMP4211,1,48,55,55,-1
COMP4211,1,58,55,55,-1
