code,sectionId,recordTime,quota,enrol,wait
COMP4321,1,0,65,13,0
COMP4321,1,1,65,13,0
COMP4321,1,2,65,18,0
COMP4321,1,3,65,20,0
COMP4321,1,4,65,32,0
COMP4321,1,5,65,32,0
COMP4321,1,6,65,37,0
COMP4321,1,7,65,38,0
COMP4321,1,8,65,50,0
COMP4321,1,9,65,52,0
COMP4321,1,10,65,58,0
COMP4321,1,11,65,59,0
COMP4321,1,12,65,63,0
COMP4321,1,13,65,65,0
COMP4321,1,14,65,65,8
COMP4321,1,15,65,65,9
COMP4321,1,16,65,65,15
COMP4321,1,17,65,65,15
COMP4321,1,23,65,65,17
COMP4321,1,24,65,65,17
COMP4321,1,25,65,65,15
COMP4321,1,26,65,65,15
COMP4321,1,27,65,65,16
COMP4321,1,28,65,65,15
COMP4321,1,29,65,65,15
COMP4321,1,30,65,65,15
COMP4321,1,31,65,65,15
COMP4321,1,32,65,65,15
COMP4321,1,33,65,65,14
COMP4321,1,34,65,65,14
COMP4321,1,35,65,65,14
COMP4321,1,36,65,65,14
COMP4321,1,37,65,65,14
COMP4321,1,38,65,65,14
COMP4321,1,39,65,65,15
COMP4321,1,40,65,65,15
COMP4321,1,41,65,65,15
COMP4321,1,42,65,65,15
COMP4321,1,43,65,65,15
COMP4321,1,44,65,65,15
COMP4321,1,45,65,65,15
COMP4321,1,49,65,65,15
COMP4321,1,50,65,65,17
COMP4321,1,51,65,65,17
COMP4321,1,52,65,65,19
COMP4321,1,53,65,65,19
COMP4321,1,54,65,65,20
COMP4321,1,55,65,65,20
COMP4321,1,56,65,65,21
COMP4321,1,57,65,65,21
COMP4321,1,62,65,65,22
COMP4321,1,63,65,65,22
COMP4321,1,64,65,65,22
COMP4321,1,65,65,65,22
COMP4321,1,66,65,65,21
COMP4321,1,67,65,65,21
COMP4321,1,68,65,65,21
COMP4321,1,69,65,65,20
COMP4321,1,70,65,65,20
COMP4321,1,71,65,65,20
COMP4321,1,72,65,65,20
COMP4321,1,74,65,65,20
COMP4321,1,75,65,65,20
COMP4321,1,76,65,65,20
COMP4321,1,77,65,65,20
COMP4321,1,78,65,65,20
COMP4321,1,79,65,65,20
COMP4321,1,80,65,65,21
COMP4321,1,81,65,65,21
COMP4321,1,82,65,65,21
COMP4321,1,83,65,65,21
COMP4321,1,84,65,65,21
COMP4321,1,85,65,65,21
COMP4321,1,86,65,65,21
COMP4321,1,87,65,65,21
COMP4321,1,88,65,65,21
COMP4321,1,89,65,65,21
COMP4321,1,90,65,65,21
COMP4321,1,91,65,65,21
COMP4321,1,92,65,65,21
COMP4321,1,93,65,65,21
COMP4321,1,97,65,65,21
COMP4321,1,98,65,65,21
COMP4321,1,99,65,65,21
COMP4321,1,100,65,65,21
COMP4321,1,101,65,65,21
COMP4321,1,102,65,65,21
COMP4321,1,103,65,65,21
COMP4321,1,104,65,65,21
COMP4321,1,105,65,65,21
COMP4321,1,106,65,65,21
COMP4321,1,107,65,65,22
COMP4321,1,108,65,65,22
COMP4321,1,109,65,65,22
COMP4321,1,110,65,65,22
COMP4321,1,111,65,65,22
