code,sectionId,recordTime,quota,enrol,wait
COMP4331,1,0,60,0,0
COMP4331,1,1,60,0,0
COMP4331,1,2,60,6,0
COMP4331,1,3,60,7,0
COMP4331,1,4,60,16,0
COMP4331,1,5,60,16,0
COMP4331,1,6,60,23,0
COMP4331,1,7,60,24,0
COMP4331,1,8,60,31,0
COMP4331,1,9,60,31,0
COMP4331,1,10,60,35,0
COMP4331,1,11,60,36,0
COMP4331,1,12,60,45,0
COMP4331,1,13,60,44,0
COMP4331,1,14,60,56,0
COMP4331,1,15,60,56,0
COMP4331,1,16,60,60,8
COMP4331,1,17,60,60,8
COMP4331,1,23,60,60,9
COMP4331,1,24,60,60,9
COMP4331,1,25,60,60,8
COMP4331,1,26,60,60,8
COMP4331,1,27,60,60,8
COMP4331,1,28,60,60,7
COMP4331,1,29,60,60,7
COMP4331,1,30,60,60,7
COMP4331,1,31,60,60,7
COMP4331,1,32,60,60,7
COMP4331,1,33,60,60,7
COMP4331,1,34,60,60,7
COMP4331,1,35,60,60,7
COMP4331,1,36,60,60,7
COMP4331,1,37,60,60,7
COMP4331,1,38,60,60,7
COMP4331,1,39,60,60,7
COMP4331,1,40,60,60,7
COMP4331,1,41,60,60,7
COMP4331,1,42,60,60,7
COMP4331,1,43,60,60,7
COMP4331,1,44,60,60,7
COMP4331,1,45,60,60,7
COMP4331,1,49,60,60,7
COMP4331,1,50,60,60,8
COMP4331,1,51,60,60,8
COMP4331,1,52,60,60,9
COMP4331,1,53,60,60,9
COMP4331,1,54,60,60,13
COMP4331,1,55,60,60,13
COMP4331,1,56,60,60,15
COMP4331,1,57,60,60,15
COMP4331,1,62,60,60,16
COMP4331,1,63,60,60,17
COMP4331,1,64,60,60,17
COMP4331,1,65,60,60,17
COMP4331,1,66,60,60,17
COMP4331,1,67,60,60,17
COMP4331,1,68,60,60,17
COMP4331,1,69,60,60,17
COMP4331,1,70,60,60,17
COMP4331,1,71,60,60,17
COMP4331,1,72,60,60,18
COMP4331,1,74,60,60,18
COMP4331,1,75,60,60,18
COMP4331,1,76,60,60,18
COMP4331,1,77,60,60,18
COMP4331,1,78,60,60,18
COMP4331,1,79,60,60,18
COMP4331,1,80,60,60,18
COMP4331,1,81,60,60,18
COMP4331,1,82,60,60,18
COMP4331,1,83,60,60,18
COMP4331,1,84,60,60,18
COMP4331,1,85,60,60,18
COMP4331,1,86,60,60,18
COMP4331,1,87,60,60,18
COMP4331,1,88,60,60,18
COMP4331,1,89,60,60,18
COMP4331,1,90,60,60,18
COMP4331,1,91,60,60,18
COMP4331,1,92,60,60,18
COMP4331,1,93,60,60,18
COMP4331,1,97,60,60,19
COMP4331,1,98,60,60,19
COMP4331,1,99,60,60,19
COMP4331,1,100,60,60,19
COMP4331,1,101,60,60,19
COMP4331,1,102,60,60,19
COMP4331,1,103,60,60,19
COMP4331,1,104,60,60,19
COMP4331,1,105,60,60,19
COMP4331,1,106,60,60,19
COMP4331,1,107,60,60,19
COMP4331,1,108,60,60,19
COMP4331,1,109,60,60,19
COMP4331,1,110,60,60,19
COMP4331,1,111,60,60,19
COMP4331,1,112,60,60,19
COMP4331,1,113,60,60,19
COMP4331,1,114,60,60,19
COMP4331,1,115,60,60,19
COMP4331,1,116,60,60,19
COMP4331,1,117,60,60,19
COMP4331,1,118,60,60,19
COMP4331,1,119,60,60,19
COMP4331,1,120,60,60,19
COMP4331,1,121,60,60,19
COMP4331,1,122,60,60,19
COMP4331,1,123,60,60,19
COMP4331,1,124,60,60,19
COMP4331,1,125,60,60,19
COMP4331,1,126,60,60,19
COMP4331,1,127,60,60,19
COMP4331,1,128,60,60,19
COMP4331,1,129,60,60,19
COMP4331,1,130,60,60,19
COMP4331,1,131,60,60,19
COMP4331,1,132,60,60,19
COMP4331,1,133,60,60,19
COMP4331,1,134,60,60,19
COMP4331,1,135,60,60,19
COMP4331,1,136,60,60,19
COMP4331,1,137,60,60,19
COMP4331,1,138,60,60,19
COMP4331,1,139,60,60,19
COMP4331,1,140,60,60,19
COMP4331,1,141,60,60,19
COMP4331,1,145,60,60,19
COMP4331,1,146,60,60,19
COMP4331,1,147,60,60,19
COMP4331,1,148,60,60,19
COMP4331,1,149,60,60,19
COMP4331,1,150,60,60,19
COMP4331,1,151,60,60,19
COMP4331,1,152,60,60,19
COMP4331,1,153,60,60,19
COMP4331,1,154,60,60,19
COMP4331,1,155,60,60,19
COMP4331,1,156,60,60,19
COMP4331,1,157,60,60,19
COMP4331,1,158,60,60,19
COMP4331,1,159,60,60,19
COMP4331,1,160,60,60,19
COMP4331,1,161,60,60,19
COMP4331,1,162,60,60,19
COMP4331,1,163,60,60,19
COMP4331,1,164,60,60,19
COMP4331,1,165,60,60,19
COMP4331,1,166,60,60,19
COMP4331,1,167,60,60,19
COMP4331,1,168,60,60,19
COMP4331,1,169,60,60,19
COMP4331,1,170,60,60,19
COMP4331,1,171,60,60,19
COMP4331,1,172,60,60,19
COMP4331,1,173,60,60,19
COMP4331,1,174,60,60,20
COMP4331,1,175,60,60,20
COMP4331,1,176,60,60,20
COMP4331,1,177,60,60,20
COMP4331,1,178,60,60,20
COMP4331,1,179,60,60,20
COMP4331,1,180,60,60,20
COMP4331,1,181,60,60,20
COMP4331,1,182,60,60,20
COMP4331,1,183,60,60,20
COMP4331,1,184,60,60,20
COMP4331,1,185,60,60,20
COMP4331,1,186,60,60,20
COMP4331,1,187,60,60,20
COMP4331,1,188,60,60,20
COMP4331,1,189,60,60,20
