code,sectionId,recordTime,quota,enrol,wait
COMP1942,1,0,125,48,0
COMP1942,1,1,125,48,0
COMP1942,1,2,125,60,0
COMP1942,1,3,125,59,0
COMP1942,1,4,125,74,0
COMP1942,1,5,125,77,0
COMP1942,1,6,125,91,0
COMP1942,1,7,125,91,0
COMP1942,1,8,125,106,0
COMP1942,1,9,125,106,0
COMP1942,1,10,125,110,8
COMP1942,1,11,125,112,5
COMP1942,1,12,125,111,14
COMP1942,1,13,125,116,11
COMP1942,1,14,125,116,18
COMP1942,1,15,125,120,16
COMP1942,1,16,125,120,22
COMP1942,1,17,125,123,20
COMP1942,1,18,125,123,-1
COMP1942,1,19,125,123,-1
COMP1942,1,20,125,123,-1
COMP1942,1,21,125,123,-1
COMP1942,1,22,125,123,-1
COMP1942,1,23,125,124,20
COMP1942,1,24,125,124,20
COMP1942,1,25,125,124,19
COMP1942,1,26,125,124,20
COMP1942,1,27,125,124,20
COMP1942,1,28,125,124,20
COMP1942,1,29,125,124,21
COMP1942,1,30,125,124,21
COMP1942,1,31,125,124,21
COMP1942,1,32,125,124,21
COMP1942,1,33,125,124,21
COMP1942,1,34,125,124,21
COMP1942,1,35,125,124,21
COMP1942,1,36,125,124,21
COMP1942,1,37,125,124,21
COMP1942,1,38,125,124,21
COMP1942,1,39,125,124,21
COMP1942,1,40,125,124,21
COMP1942,1,41,125,124,21
COMP1942,1,42,125,124,21
COMP1942,1,43,125,123,22
COMP1942,1,44,125,123,22
COMP1942,1,45,125,123,22
COMP1942,1,46,125,123,-1
COMP1942,1,47,125,123,-1
COMP1942,1,48,125,123,-1
COMP1942,1,49,125,123,22
COMP1942,1,50,125,123,33
COMP1942,1,51,125,125,30
COMP1942,1,52,125,125,34
COMP1942,1,53,125,125,34
COMP1942,1,54,125,125,40
COMP1942,1,55,125,125,39
COMP1942,1,56,125,125,42
COMP1942,1,57,125,125,42
COMP1942,1,58,125,125,-1
COMP1942,1,59,125,125,-1
COMP1942,1,60,125,125,-1
COMP1942,1,61,125,125,-1
COMP1942,1,62,125,125,64
COMP1942,1,63,135,135,55
COMP1942,1,64,135,135,62
COMP1942,1,65,135,135,62
COMP1942,1,66,135,135,62
COMP1942,1,67,135,135,62
COMP1942,1,68,135,135,62
COMP1942,1,69,135,135,62
COMP1942,1,70,135,135,62
COMP1942,1,71,135,135,62
COMP1942,1,72,135,135,62
COMP1942,1,73,135,135,-1
COMP1942,1,74,135,135,62
COMP1942,1,75,135,135,62
COMP1942,1,76,135,135,62
COMP1942,1,77,135,135,61
COMP1942,1,78,135,135,61
COMP1942,1,79,135,135,61
COMP1942,1,80,135,135,61
COMP1942,1,81,135,135,61
COMP1942,1,82,135,135,61
COMP1942,1,83,135,135,61
COMP1942,1,84,135,135,61
COMP1942,1,85,135,135,61
COMP1942,1,86,135,135,61
COMP1942,1,87,135,135,62
COMP1942,1,88,135,135,62
COMP1942,1,89,135,135,62
COMP1942,1,90,135,135,62
COMP1942,1,91,135,135,62
COMP1942,1,92,135,135,62
COMP1942,1,93,135,135,62
COMP1942,1,94,135,135,-1
COMP1942,1,95,135,135,-1
COMP1942,1,96,135,135,-1
COMP1942,1,97,135,135,62
COMP1942,1,98,135,135,62
COMP1942,1,99,135,135,61
COMP1942,1,100,135,135,61
COMP1942,1,101,135,135,61
COMP1942,1,102,135,135,61
COMP1942,1,103,135,135,61
COMP1942,1,104,135,135,61
COMP1942,1,105,135,135,61
COMP1942,1,106,135,135,61
COMP1942,1,107,135,135,61
COMP1942,1,108,135,135,61
COMP1942,1,109,135,135,61
COMP1942,1,110,135,135,61
COMP1942,1,111,135,135,61
COMP1942,1,112,135,135,61
COMP1942,1,113,135,135,62
COMP1942,1,114,135,135,62
COMP1942,1,115,135,135,61
COMP1942,1,116,135,135,61
COMP1942,1,117,135,135,61
COMP1942,1,118,135,135,61
COMP1942,1,119,135,135,61
COMP1942,1,120,135,135,61
COMP1942,1,121,135,135,61
COMP1942,1,122,135,135,61
COMP1942,1,123,135,135,60
COMP1942,1,124,135,135,60
COMP1942,1,125,135,135,60
COMP1942,1,126,135,135,60
COMP1942,1,127,135,135,60
COMP1942,1,128,135,135,60
COMP1942,1,129,135,135,60
COMP1942,1,130,135,135,60
COMP1942,1,131,135,135,60
COMP1942,1,132,135,135,60
COMP1942,1,133,135,135,60
COMP1942,1,134,135,135,60
COMP1942,1,135,135,135,60
COMP1942,1,136,135,135,60
COMP1942,1,137,135,135,60
COMP1942,1,138,135,135,60
COMP1942,1,139,135,135,60
COMP1942,1,140,135,135,59
COMP1942,1,141,135,135,59
COMP1942,1,142,135,135,-1
COMP1942,1,143,135,135,-1
COMP1942,1,144,135,135,-1
COMP1942,1,145,135,135,59
COMP1942,1,146,135,135,59
